M,m,alpha,delta,log_delta
2,230,0.9000000000000004,0.004333069369422073,2.363204358157856
2,230,0.9500000000000004,0.004819964503826594,2.316956160070072
2,230,1.0000000000000004,0.0053982849741091975,2.2677441928776214
2,250,0.5,0.02567349643873544,1.5905149813229362
2,250,0.55,0.18302401878339797,0.7374919127799445
2,250,0.6000000000000001,0.055579579434355694,1.2550847438132284
2,250,0.6500000000000001,0.012218723897699433,1.9129741486864706
2,250,0.7000000000000002,0.025684404116247218,1.5903305055490522
2,250,0.7500000000000002,0.034783807523305434,1.4586228807618544
2,250,0.8000000000000003,0.025334351878273365,1.5962902016669713
2,250,0.8500000000000003,0.028652140309052873,1.5428429307753793
2,250,0.9000000000000004,0.019409111239356784,1.711994350890886
2,250,0.9500000000000004,0.01896024893725576,1.7221559649216451
2,250,1.0000000000000004,0.004537268471980676,2.3432055225964095
2,270,0.5,0.025733470705283118,1.5895016360010046
2,270,0.55,0.05540806552065357,1.2564270122362569
2,270,0.6000000000000001,0.010905707843826372,1.9623461409343232
2,270,0.6500000000000001,0.0103538939861084,1.9848962860881627
2,270,0.7000000000000002,0.004777757806609668,2.320775869219648
2,270,0.7500000000000002,0.006741027204849612,2.1712739201698827
2,270,0.8000000000000003,0.013735603464690245,1.8621522553822816
2,270,0.8500000000000003,0.01436676850788495,1.8426409059796478
2,270,0.9000000000000004,0.03513456429253367,1.4542654278254004
2,270,0.9500000000000004,0.02392877537367507,1.6210795271310066
2,270,1.0000000000000004,0.006130914257708811,2.2124747575417127
2,290,0.5,0.02570101878032883,1.5900496610303527
2,290,0.55,0.04743059044547934,1.3239414689467486
2,290,0.6000000000000001,0.009753828735632485,2.010824874315783
2,290,0.6500000000000001,0.025801982718618024,1.5883469199798042
2,290,0.7000000000000002,0.0022451746127966385,2.648749877188454
2,290,0.7500000000000002,0.016087303956726293,1.7935167324593209
2,290,0.8000000000000003,0.013133235603512759,1.8816282646463507
2,290,0.8500000000000003,0.017853472119856485,1.7482773103161984
2,290,0.9000000000000004,0.008830028812774934,2.054037879297998
2,290,0.9500000000000004,0.025617232381768648,1.5914677920875042
2,290,1.0000000000000004,0.003936667097001902,2.4048713096314125
2,310,0.5,0.025646018933534676,1.5909800414443704
2,310,0.55,0.13480464713802248,0.8702951360528346
2,310,0.6000000000000001,0.0083559606684713,2.078003612912179
2,310,0.6500000000000001,0.011696664526138285,1.9319379659815787
2,310,0.7000000000000002,0.006364539535771053,2.19623301138308
2,310,0.7500000000000002,0.006481668765016206,2.1883131666394013
2,310,0.8000000000000003,0.0068073321885184,2.1670230559004104
2,310,0.8500000000000003,0.024183523623966904,1.616480420640037
2,310,0.9000000000000004,0.008772051914455466,2.056898806760267
